LR,MIN,MSQE,STD
0.001,2.7263060989745638,4.63192171345,0.653139363285
0.10075,2.969762968767492,4.50304223774,0.644702856824
0.2005,3.1445782555795043,4.61016899425,0.637334864084
0.30025,3.2463789274927715,4.45880628817,0.602488185412
0.4,2.5925348965599353,4.41912398247,0.686186499209
