LR,Tired number,MSQE,STD
0.001,0,0.215917612617,0.0424806562419
0.10075,0,0.225202634147,0.0555046037307
0.2005,0,0.226072467424,0.0570377448703
0.30025,0,0.220149066531,0.0546761538207
0.4,0,0.223221321129,0.050225685702
0.2,0,0.213818377698,0.0338587615605
0.2,2,0.220201586604,0.0376719752808
0.2,4,0.230340316744,0.0429998993434
0.2,6,0.242740404756,0.0421611463099
0.2,8,0.26188194198,0.0283894348666
