LR,DEAD_MEAN,DEAD_STD,EQ_MIN,MSQE,STD
0.001,4.0,2.10818510678,3.262497636265048,4.91324356691,1.31262456402
0.10075,3.5,2.4152294577,1.8111857043594128,4.59238597415,2.07000089903
0.2005,4.0,2.10818510678,3.607515114299349,5.34420592663,1.65491531298
0.30025,3.5,2.4152294577,1.8985816115327918,4.30698253502,2.13353197641
0.4,4.5,1.58113883008,2.772203609191064,5.20111473895,1.57390210117
