Neuron number,Collums number,%effectiveness - train,%effectiveness - test,STD - train,STD - test
1.0,0,1,2,3,33.333,33.333,0.0,0.0
5.0,0,1,2,3,87.156,84.495,13.076,11.648
9.0,0,1,2,3,96.711,95.032,1.394,2.637
13.0,0,1,2,3,96.8,95.43,1.174,1.862
17.0,0,1,2,3,96.844,95.763,0.889,0.988
